,smiles,IC50,pchembl,type,ID
1456,O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccc(cc4)C#N,2.2,8.66,IC50,CHEMBL2207590
1455,O=C(Nc1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N)C5CC5,0.5,9.3,IC50,CHEMBL2207591
1454,CC(=O)Nc1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,3.1,8.51,IC50,CHEMBL2207592
1453,CS(=O)(=O)Nc1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,3.5,8.46,IC50,CHEMBL2207593
419,CN1CCN(CC1)c2ccc(CCNC(=O)c3cnc(nc3NCC(C)(C)C)C#N)cc2,3.1,8.51,IC50,CHEMBL220760
421,COc1cccc(CCNC(=O)c2cnc(nc2NCC(C)(C)C)C#N)c1,0.9,9.05,IC50,CHEMBL221707
1580,CC(C)C[C@@H](NC(=O)N1CCOCC1)C(=O)N[C@H](CCc2ccccc2)\C=C\S(=O)(=O)c3ccccc3,1.9,8.72,IC50,CHEMBL222649
428,Cc1cccc(O[C@H]2CCN3C[C@@H]2OC3=O)c1C,473.0,6.33,IC50,CHEMBL230473
432,O=C1O[C@@H]2CN1CC[C@@H]2Oc3ccccc3,17.0,7.77,IC50,CHEMBL230474
430,CC(C)CO[C@H]1CCN2C[C@H]1OC2=O,298.0,6.53,IC50,CHEMBL230478
1492,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(Cl)c(c5)C(=O)N6CCNCC6,630.0,6.2,IC50,CHEMBL2312663
1536,NC(=O)C(=O)N1CCc2c(C1)c(nn2CCCN3CCN(CC3)c4ccccc4)c5ccc(Cl)c(c5)C#Cc6ccc(CNCc7ccc(Cl)cc7)cc6,10.0,8.0,IC50,CHEMBL2312664
1535,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,70.0,7.16,IC50,CHEMBL2312665
1503,NC(=O)C(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,270.0,6.57,IC50,CHEMBL2312666
1502,C[C@@H]1COCCN1CCCn2nc(c3CN(CCc23)C(=O)N)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,1540.0,5.81,IC50,CHEMBL2312667
1501,C[C@@H]1COCCN1CCCn2nc(c3CN(CCc23)C(=O)C(=O)N)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,960.0,6.02,IC50,CHEMBL2312668
1531,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(cc5)C(=O)NCc6ccc(Cl)cc6,120.0,6.92,IC50,CHEMBL2312669
1530,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(cc5)C(=O)NCc6cccnc6,90.0,7.05,IC50,CHEMBL2312670
1529,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(cc5)C(=O)NC[C@@H]6CCCN6,70.0,7.16,IC50,CHEMBL2312671
1528,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(COCc6cccnc6)cc5,70.0,7.16,IC50,CHEMBL2312672
1527,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(COCC6CNCCO6)cc5,120.0,6.92,IC50,CHEMBL2312673
1495,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(Cl)c(c5)C(=O)NC[C@@H]6CCCN6,620.0,6.21,IC50,CHEMBL2312674
1494,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(Cl)c(c5)C(=O)NCC6CCCNC6,510.0,6.29,IC50,CHEMBL2312675
1493,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(Cl)c(c5)C(=O)NCCN6CCOCC6,610.0,6.21,IC50,CHEMBL2312676
1549,CNC(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,790.0,6.1,IC50,CHEMBL2312677
1548,CN(C)C(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,4560.0,5.34,IC50,CHEMBL2312678
1547,CN(C)S(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,180.0,6.75,IC50,CHEMBL2312679
1546,Clc1ccc(CNCc2ccc(cc2)C#Cc3cc(ccc3Cl)c4nn(CCCN5CCOCC5)c6CCN(Cc46)C(=O)N7CCOCC7)cc1,1630.0,5.79,IC50,CHEMBL2312992
1545,NCC(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,260.0,6.58,IC50,CHEMBL2312993
1513,CC(=O)NCC(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,1100.0,5.96,IC50,CHEMBL2312994
1512,NC(=O)C(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,510.0,6.29,IC50,CHEMBL2312995
1511,CN(C)C(=O)C(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,1750.0,5.76,IC50,CHEMBL2312996
1510,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCCCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,200.0,6.7,IC50,CHEMBL2312997
1540,NC(=O)C(=O)N1CCc2c(C1)c(nn2CCCN3CCCCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,100.0,7.0,IC50,CHEMBL2312998
1539,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)C(F)(F)F)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,60.0,7.22,IC50,CHEMBL2312999
1507,NC(=O)C(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)C(F)(F)F)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,1770.0,5.75,IC50,CHEMBL2313000
1537,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCN(CC3)c4ccccc4)c5ccc(Cl)c(c5)C#Cc6ccc(CNCc7ccc(Cl)cc7)cc6,40.0,7.4,IC50,CHEMBL2313001
1551,Clc1ccc(CNCc2ccc(cc2)C#Cc3cc(ccc3Cl)c4nn(CCCN5CCOCC5)c6CCNCc46)cc1,2500.0,5.6,IC50,CHEMBL2313002
1519,NC(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,440.0,6.36,IC50,CHEMBL2313003
451,O=C(C[C@@H](CC1Cc2ccccc2C1)C(=O)N[C@@]3(CCN(C3)C4CCCCC4)C#N)N5CCOCC5,42.0,7.38,IC50,CHEMBL231795
1187,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c3cnccn3)C4CCCCC4)C(C)(C)C)C(=O)C(=O)NC5CC5,300.0,6.52,IC50,CHEMBL231813
471,Clc1ccc(COC[C@H](NC(=O)[C@H](CC2CCCCC2)CC(=O)N3CCOCC3)C#N)cc1,62.0,7.21,IC50,CHEMBL231883
449,O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@@H](CCc2ccccc2)C#N)N3CCOCC3,171.0,6.77,IC50,CHEMBL232083
442,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(n1)c2cccnc2)C(C)(C)C)C(=O)CNS(=O)(=O)c3ccccn3,15.0,7.82,IC50,CHEMBL232520
468,O=C(C[C@@H](CC1CCCCC1)C(=O)NC2(CCN(Cc3ccccc3)CC2)C#N)N4CCOCC4,207.0,6.68,IC50,CHEMBL232682
441,C[C@H](NC(=O)O[C@H](Cn1cnc2cc(Cl)c(Cl)cc12)C(C)(C)C)C(=O)CNS(=O)(=O)c3ccccn3,7.9,8.1,IC50,CHEMBL232712
440,CCCC[C@H](NC(=O)O[C@H](Cn1cnc2cc(Cl)c(Cl)cc12)C(C)(C)C)C(=O)CNS(=O)(=O)c3ccccn3,10.0,8.0,IC50,CHEMBL232713
469,CN1CCC(CC1)(NC(=O)[C@H](CC2CCCCC2)CC(=O)N3CCOCC3)C#N,251.0,6.6,IC50,CHEMBL232910
438,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(n1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)CNc3cccc(F)n3,19.0,7.72,IC50,CHEMBL232911
445,CCCC[C@H](NC(=O)O[C@H](Cn1cnc(c1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)CNS(=O)(=O)c3ccccn3,10.0,8.0,IC50,CHEMBL233706
461,O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@@]2(CCN(C2)C3CCCCC3)C#N)N4CCOCC4,23.0,7.64,IC50,CHEMBL234272
242,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(n1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3ccn[nH]3,210.0,6.68,IC50,CHEMBL234367
460,O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@]2(CCN(CC3CCCCC3)C2)C#N)N4CCOCC4,41.0,7.39,IC50,CHEMBL234488
458,O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@]2(CCN(Cc3ccccc3)C2)C#N)N4CCOCC4,29.0,7.54,IC50,CHEMBL234694
457,O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@@]2(CCN(CCc3ccccc3)C2)C#N)N4CCOCC4,22.32,7.65,IC50,CHEMBL234695
455,CC1CCC(C[C@H](CC(=O)N2CCOCC2)C(=O)N[C@@]3(CCN(C3)C4CCCCC4)C#N)CC1,14.0,7.85,IC50,CHEMBL234696
454,O=C(C[C@@H](CC1CCc2ccccc2C1)C(=O)N[C@@]3(CCN(C3)C4CCCCC4)C#N)N5CCOCC5,1.9,8.72,IC50,CHEMBL234912
453,O=C(C[C@@H](CC1CCC(CC1)c2ccccc2)C(=O)N[C@@]3(CCN(C3)C4CCCCC4)C#N)N5CCOCC5,3136.0,5.5,IC50,CHEMBL234913
464,CC(C)CN1CC[C@](C1)(NC(=O)[C@H](CC2CCCCC2)CC(=O)N3CCOCC3)C#N,39.0,7.41,IC50,CHEMBL235121
462,O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@@]2(CCN(C2)C3CCCC3)C#N)N4CCOCC4,75.0,7.12,IC50,CHEMBL235122
484,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5ccc(cc45)C#N)c6ccc(cc6)C(F)(F)F,21.0,7.68,IC50,CHEMBL235207
479,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5cccnc45)c6ccc(cc6)C(F)(F)F,120.0,6.92,IC50,CHEMBL236055
478,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5ccncc45)c6ccc(cc6)C(F)(F)F,58.0,7.24,IC50,CHEMBL236071
507,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5cnccc45)c6ccc(cc6)C(F)(F)F,38.0,7.42,IC50,CHEMBL236072
475,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5ccncc45)c6ccc(Br)cc6,77.0,7.11,IC50,CHEMBL236073
474,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5ncccc45)c6ccc(Br)cc6,195.0,6.71,IC50,CHEMBL236074
498,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4csc5cc(F)ccc45)c6ccc(cc6)C(F)(F)F,180.0,6.75,IC50,CHEMBL236907
495,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)c4c(sc5cc(F)ccc45)C(=O)O)c6ccc(cc6)C(F)(F)F,100.0,7.0,IC50,CHEMBL236908
490,CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5ccccc45)c6ccc(cc6)C(F)(F)F,72.0,7.14,IC50,CHEMBL237113
501,CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4csc5cc(F)ccc45)c6ccc(cc6)C(F)(F)F,290.0,6.54,IC50,CHEMBL237544
1565,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)c2cccnc2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,3.5,8.46,IC50,CHEMBL2380616
1554,CCC(NC(=O)[C@@H]1C[C@H](CN1)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,156.0,6.81,IC50,CHEMBL2380617
1571,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,3.3,8.48,IC50,CHEMBL2380618
1566,CCC(NC(=O)[C@@H]1C[C@H](CN1S(=O)(=O)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,3.5,8.46,IC50,CHEMBL2380619
1556,CCC(NC(=O)[C@@H]1C[C@H](CN1CC(=O)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,45.4,7.34,IC50,CHEMBL2380620
1561,CCC(NC(=O)[C@@H]1C[C@H](CN1c2ccccc2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,12.4,7.91,IC50,CHEMBL2380621
1559,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)Sc2ccccc2)C(=O)c3oc4ccccc4n3,20.7,7.68,IC50,CHEMBL2380622
1555,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)[S+]([O-])c2ccccc2)C(=O)c3oc4ccccc4n3,83.7,7.08,IC50,CHEMBL2380714
1575,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)c2ccccc2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,3.0,8.52,IC50,CHEMBL2380716
1574,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)CC)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,3.1,8.51,IC50,CHEMBL2380717
1577,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C(C)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,2.4,8.62,IC50,CHEMBL2380718
1570,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C2CCCCC2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,3.3,8.48,IC50,CHEMBL2380719
1576,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C(F)(F)F)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,2.7,8.57,IC50,CHEMBL2380720
1569,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)CCOC)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,3.3,8.48,IC50,CHEMBL2380721
1564,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)N2CCCC2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,3.7,8.43,IC50,CHEMBL2380722
1568,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)c2ccncc2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,3.3,8.48,IC50,CHEMBL2380723
1579,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)c2ccc(Cl)cc2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,2.0,8.7,IC50,CHEMBL2380724
1581,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)c2cccc(Cl)c2)S(=O)(=O)c3ccccc3)C(=O)c4oc5ccccc5n4,1.1,8.96,IC50,CHEMBL2380725
1563,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)c2ccc(cc2)c3ccccc3)S(=O)(=O)c4ccccc4)C(=O)c5oc6ccccc6n5,4.1,8.39,IC50,CHEMBL2380726
1578,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccccc2Cl)C(=O)c3oc4ccccc4n3,2.3,8.64,IC50,CHEMBL2380727
1573,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccc(F)cc2)C(=O)c3oc4ccccc4n3,3.2,8.49,IC50,CHEMBL2380728
1572,CCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccc(cc2)n3cccn3)C(=O)c4oc5ccccc5n4,3.2,8.49,IC50,CHEMBL2380729
1560,CC(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,18.1,7.74,IC50,CHEMBL2380731
1558,CC(C)C(NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,24.6,7.61,IC50,CHEMBL2380732
1557,O=C(CNC(=O)[C@@H]1C[C@H](CN1C(=O)C2CCCCC2)S(=O)(=O)c3ccccc3)c4oc5ccccc5n4,36.6,7.44,IC50,CHEMBL2380734
1567,CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,3.3,8.48,IC50,CHEMBL2380735
1562,CC[C@@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C)S(=O)(=O)c2ccccc2)C(=O)c3oc4ccccc4n3,4.3,8.37,IC50,CHEMBL2380736
499,COC(=O)c1sc2cc(F)ccc2c1C3CCN(CC(O)Cn4nc(c5CN(CCc45)C(=O)C)c6ccc(cc6)C(F)(F)F)CC3,140.0,6.85,IC50,CHEMBL238407
497,COC(=O)c1sc2cc(F)ccc2c1C3CCN(CC(O)Cn4nc(c5CN(CCc45)S(=O)(=O)C)c6ccc(cc6)C(F)(F)F)CC3,130.0,6.89,IC50,CHEMBL238408
502,COC(=O)c1sc2cc(F)ccc2c1C3CCN(CCCn4nc(c5CN(CCc45)S(=O)(=O)C)c6ccc(cc6)C(F)(F)F)CC3,1800.0,5.75,IC50,CHEMBL238410
517,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)c4c(sc5cc(F)ccc45)C(=O)NCCN6CCOCC6)c7ccc(cc7)C(F)(F)F,340.0,6.47,IC50,CHEMBL238411
348,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)COc5cccnc45)c6ccc(cc6)C(F)(F)F,80.0,7.1,IC50,CHEMBL239179
546,CS(=O)(=O)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(F)cc2)C(F)(F)F)C(=O)NC3(CC3)C#N,10.0,8.0,IC50,CHEMBL248889
553,N#Cc1ncc2cc(Cc3ccccc3)n(C4CCCCC4)c2n1,390.0,6.41,IC50,CHEMBL249157
584,Clc1ccc(Cc2cc3cnc(nc3n2C4CCCCC4)C#N)cc1,490.0,6.31,IC50,CHEMBL249367
550,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC3(CC3)C#N,265.0,6.58,IC50,CHEMBL249495
542,CS(=O)(=O)C[C@H](N[C@@H](c1ccccc1)C(F)(F)F)C(=O)NC2(CC2)C#N,2.5,8.6,IC50,CHEMBL249507
582,N#Cc1ncc2cc(Cc3ccc(cc3)N4CCOCC4)n(C5CCCCC5)c2n1,980.0,6.01,IC50,CHEMBL249564
548,CSC[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC2(CC2)C#N,80.0,7.1,IC50,CHEMBL249698
540,FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)CC1CC1)C(=O)NC2(CC2)C#N)c3ccccc3,0.6,9.22,IC50,CHEMBL249712
1488,CS(=O)(=O)C[C@H](N[C@@H](c1ccc(F)cc1)C(F)(F)F)C(=O)NC2(CC2)C#N,2.5,8.6,IC50,CHEMBL249915
578,CC(C)(C)Cn1c(Cc2ccccc2)cc3cnc(nc13)C#N,100.0,7.0,IC50,CHEMBL249979
544,C[S+]([O-])C[C@H](N[C@@H](c1ccc(F)cc1)C(F)(F)F)C(=O)NC2(CC2)C#N,729.0,6.14,IC50,CHEMBL250119
543,CS(=O)(=O)C[C@H](N[C@@H](c1cccc(F)c1)C(F)(F)F)C(=O)NC2(CC2)C#N,6.4,8.19,IC50,CHEMBL250121
577,Cc1ccc(Cc2cc3cnc(nc3n2CC(C)(C)C)C#N)cc1,930.0,6.03,IC50,CHEMBL250181
598,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](C)C#N,2237.0,5.65,IC50,CHEMBL250294
576,CC(C)(C)Cn1c(Cc2ccc(Cl)cc2)cc3cnc(nc13)C#N,460.0,6.34,IC50,CHEMBL250589
575,COc1ccc(Cc2cc3cnc(nc3n2CC(C)(C)C)C#N)cc1,820.0,6.09,IC50,CHEMBL250590
531,FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1ccc(Br)cc1)C(=O)NC2(CC2)C#N)c3ccccc3,0.3,9.52,IC50,CHEMBL250720
572,CC(=O)Nc1ccc(Cc2cc3cnc(nc3n2CC(C)(C)C)C#N)cc1,320.0,6.5,IC50,CHEMBL250793
529,FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1nc2ccccc2s1)C(=O)NC3(CC3)C#N)c4ccccc4,1.3,8.89,IC50,CHEMBL250919
534,Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)Cc2ccccc2c3ccccc3)C(=O)NC4(CC4)C#N)C(F)(F)F,1.8,8.74,IC50,CHEMBL251101
532,Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)c2ccc(F)cc2)C(=O)NC3(CC3)C#N)C(F)(F)F,0.4,9.4,IC50,CHEMBL251114
527,Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)c2ccc(Cl)c(Cl)c2)C(=O)NC3(CC3)C#N)C(F)(F)F,0.2,9.7,IC50,CHEMBL251117
569,CC(C)(C)Cn1c(Cc2ccc(NS(=O)(=O)C)cc2)cc3cnc(nc13)C#N,160.0,6.8,IC50,CHEMBL251186
568,CC(C)(C)Cn1c(Cc2ccc(NS(=O)(=O)N)cc2)cc3cnc(nc13)C#N,220.0,6.66,IC50,CHEMBL251187
1487,Fc1ccc(cc1)[C@H](N[C@@H](CS(=O)(=O)CC2CC2)C(=O)NC3(CC3)C#N)C(F)(F)F,0.4,9.4,IC50,CHEMBL251327
551,FC(F)(F)[C@@H](N[C@@H](CS(=O)(=O)c1cccc(Br)c1)C(=O)NC2(CC2)C#N)c3ccccc3,0.2,9.7,IC50,CHEMBL251719
597,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC(C#N)c3ccccc3,217.0,6.66,IC50,CHEMBL252179
595,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@H](Cc3ccccc3)C#N,2834.0,5.55,IC50,CHEMBL252382
593,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC(C#N)(C3CC3)C4CC4,266.0,6.58,IC50,CHEMBL252383
590,C[C@H](C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC(C#N)(C3CC3)C4CC4)C(F)(F)F,170.0,6.77,IC50,CHEMBL252571
588,CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(Cl)Cl)C(=O)NC(C#N)(C3CC3)C4CC4)C(F)(F)F,15.0,7.82,IC50,CHEMBL252582
587,CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(F)(F)F)C(=O)NC(C#N)(C3CC3)C4CC4)C(F)(F)F,89.0,7.05,IC50,CHEMBL252784
603,O=C(N[C@@H](C1CC1)C(=O)c2oc3ccccc3n2)O[C@@H](CC4CCCCC4)C(=O)N5CCOCC5,6.6,8.18,IC50,CHEMBL256191
604,CN1CCN(CC1)c2ccc(CC#Cc3cnc(nc3NCC(C)(C)C)C#N)cc2,760.0,6.12,IC50,CHEMBL259939
608,CC(C)(C)CNc1nc(ncc1C#CCN2CCc3ccccc3C2)C#N,840.0,6.08,IC50,CHEMBL261511
609,CC(C)(C)CNc1nc(ncc1C#CCN2Cc3ccccc3C2)C#N,920.0,6.04,IC50,CHEMBL261513
607,CC(C)(C)CNc1nc(ncc1C#CCOc2cccnc2)C#N,460.0,6.34,IC50,CHEMBL261673
198,CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5cc(Cl)c(Cl)cc45)c6ccc(Br)cc6,110.0,6.96,IC50,CHEMBL262666
1247,N#CN1CCCC1,25118.86,4.6,IC50,CHEMBL262697
481,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4c[nH]c5c(Cl)cccc45)c6ccc(cc6)C(F)(F)F,34.0,7.47,IC50,CHEMBL269130
61,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@@H](NC2=O)Oc3ccccc3)OCc4ccccc4,330.0,6.48,IC50,CHEMBL282602
1264,CC(C)C[C@H](NC(=O)c1oc2ccc(OCCN3CCOCC3)cc2c1)C(=O)N[C@H]4CCCN(CC4=O)C(=O)Cc5cccc(c5)c6ccccn6,8.3,8.08,IC50,CHEMBL284939
59,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@@H](NC2=O)OC(=O)c3ccccc3)OCc4ccccc4,20.0,7.7,IC50,CHEMBL285585
280,CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@H]3CCCN(CC3=O)S(=O)(=O)c4ccccn4,80.0,7.1,IC50,CHEMBL286364
70,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@@H](NC2=O)S(=O)(=O)c3ccccc3)OCc4ccccc4,48.0,7.32,IC50,CHEMBL287630
121,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc2ccc(OCC3CCCC3)cc2,1100.0,5.96,IC50,CHEMBL291587
117,COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ccc(C)cc2)cc1,580.0,6.24,IC50,CHEMBL292472
